province,Y-W,newcases,newcases_tminus1,newcases_tminus2,newcases_tminus3,newcases_tminus4,newcases_tplus1,newcases_tplus2,newcases_tplus4,spc_tminus1,spc_tminus2,spc_tminus3,spc_tminus4,temp_min_tminus1,temp_min_tminus2,temp_min_tminus3,temp_min_tminus4,temp_max_tminus1,temp_max_tminus2,temp_max_tminus3,temp_max_tminus4,retail_tminus1,retail_tminus2,retail_tminus3,retail_tminus4,grocery_tminus1,grocery_tminus2,grocery_tminus3,grocery_tminus4,parks_tminus1,parks_tminus2,parks_tminus3,parks_tminus4,transit_tminus1,transit_tminus2,transit_tminus3,transit_tminus4,workplaces_tminus1,workplaces_tminus2,workplaces_tminus3,workplaces_tminus4,residential_tminus1,residential_tminus2,residential_tminus3,residential_tminus4,2019employment_rate,2019intermunicipal_migration_rate,2019annual_contrib_margin,2019share_age_64,2019number_workplaces,Subdivision Name (en)
Kymenlaakso,2020-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0751635654751021,0.1847888589260318,0.2934578865797355,0.2386272868179018,4.885714285714286,0.6142857142857142,0.9571428571428572,0.6142857142857144,14.9,8.685714285714285,12.242857142857144,8.085714285714285,-27.428571428571427,-32.285714285714285,-28.714285714285715,-37.85714285714285,5.857142857142857,-1.5714285714285714,2.0,-5.285714285714286,23.428571428571427,67.14285714285714,65.14285714285714,73.71428571428571,-44.57142857142857,-51.0,-51.0,-55.85714285714285,-25.285714285714285,-21.142857142857142,-26.142857142857142,-37.0,4.857142857142857,7.0,6.571428571428571,9.285714285714286,67.9,-1286,175.6,28.0,61440,Kymenlaakso
Lapland,2020-22,0.0,0.0,0.0,0.4485521041367099,0.5183482721934732,0.0,0.0,0.0,0.0549376948714494,0.1172215212184649,0.18810427356418,0.1609851530097089,3.928571428571429,0.5428571428571429,1.8857142857142857,0.5857142857142856,13.728571428571428,8.428571428571429,8.985714285714286,8.728571428571428,-40.285714285714285,-42.285714285714285,-44.285714285714285,-50.85714285714285,-10.714285714285714,-16.285714285714285,-16.142857142857142,-20.714285714285715,-13.714285714285714,-23.571428571428573,-27.857142857142858,-5.714285714285714,-57.71428571428572,-63.142857142857146,-64.57142857142857,-66.71428571428571,-34.0,-30.571428571428573,-36.0,-45.0,6.571428571428571,8.142857142857142,10.0,10.857142857142858,70.3,-968,-0.3,25.3,71925,Lapland
Pirkanmaa,2020-22,0.0,0.0,0.10863485354840435,0.0913289524227428,0.1750104891467941,0.0,0.0,0.0,0.0652197243875208,0.1288282182317403,0.2535803074754918,0.2019092955734508,4.057142857142857,-1.3571428571428572,0.4142857142857142,1.7571428571428571,15.228571428571428,9.542857142857144,13.742857142857144,9.971428571428572,-35.142857142857146,-36.71428571428572,-36.57142857142857,-41.85714285714285,2.4285714285714284,-3.571428571428572,-3.7142857142857135,-10.571428571428571,92.14285714285714,90.57142857142856,99.42857142857144,97.0,-33.714285714285715,-42.285714285714285,-45.85714285714285,-51.42857142857143,-33.57142857142857,-30.0,-35.857142857142854,-44.85714285714285,7.714285714285714,9.571428571428571,10.142857142857142,12.571428571428571,71.4,1886,305.6,21.8,217811,Pirkanmaa
Ostrobothnia,2020-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0604309864937415,0.1110064598496597,0.2301152256276112,0.1827469357649352,5.142857142857143,0.3285714285714285,2.8285714285714287,2.257142857142857,15.7,9.057142857142855,13.914285714285716,10.157142857142857,-26.428571428571427,-27.142857142857142,-31.142857142857142,-35.0,6.428571428571429,-0.5714285714285714,1.0,-2.857142857142857,0.0,0.0,-1.2857142857142858,21.285714285714285,-27.571428571428573,-37.42857142857143,-37.85714285714285,-41.142857142857146,-25.571428571428573,-23.285714285714285,-30.428571428571427,-39.285714285714285,4.142857142857143,6.0,7.857142857142857,9.571428571428571,76.7,-986,275.3,23.0,78711,Ostrobothnia
North Karelia,2020-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0519103755715507,0.1157220043101441,0.1999839747789837,0.1771701628702585,4.214285714285714,0.3999999999999999,1.3142857142857145,1.4285714285714286,14.44285714285714,8.971428571428572,11.528571428571428,10.042857142857144,-26.857142857142858,-31.428571428571427,-30.428571428571427,-40.42857142857143,5.857142857142857,-2.7142857142857144,-1.2857142857142858,-7.571428571428571,27.857142857142858,16.285714285714285,34.142857142857146,14.571428571428571,-39.85714285714285,-42.57142857142857,-21.857142857142858,-21.285714285714285,-28.285714285714285,-25.142857142857142,-31.0,-40.142857142857146,4.0,5.142857142857143,6.714285714285714,8.285714285714286,64.8,-636,345.7,26.5,60515,North Karelia
Northern Ostrobothnia,2020-22,0.0,0.0,0.0,0.0,0.0,0.11406284430739377,0.0,0.0,0.0406284847154311,0.0867137175828684,0.24523416215023,0.2459635098435514,4.471428571428572,1.2571428571428571,3.9,1.5571428571428572,14.385714285714286,9.542857142857144,14.585714285714284,9.8,-25.142857142857142,-27.857142857142858,-30.857142857142858,-38.0,1.7142857142857142,-5.571428571428571,-6.428571428571429,-9.571428571428571,85.28571428571429,72.14285714285714,55.85714285714285,72.28571428571429,-26.571428571428573,-36.285714285714285,-41.142857142857146,-46.142857142857146,-30.714285714285715,-28.0,-36.285714285714285,-44.57142857142857,6.142857142857143,8.0,10.571428571428571,11.857142857142858,69.5,-862,185.0,19.6,164619,Northern Ostrobothnia
Northern Savonia,2020-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0432951900256488,0.0974871608967875,0.1766848575888128,0.1564392808971597,0.9714285714285716,-1.4,-0.5142857142857142,0.3142857142857141,15.285714285714286,9.6,10.257142857142856,9.057142857142855,-27.285714285714285,-31.428571428571427,-31.571428571428573,-39.0,4.142857142857143,-4.428571428571429,-2.2857142857142856,-8.0,145.0,82.85714285714286,79.14285714285714,58.85714285714285,-29.714285714285715,-42.57142857142857,-40.0,-40.0,-30.857142857142858,-27.0,-31.714285714285715,-41.285714285714285,4.142857142857143,7.0,8.0,10.142857142857142,69.5,-543,162.0,25.3,98975,Northern Savonia
Päijänne Tavastia,2020-22,0.0,0.0,0.3284268908258033,0.4282533673701122,0.0,0.0,0.0,0.0,0.0776627536181082,0.147163634740598,0.2639714544132308,0.2500216052036383,1.0571428571428572,-0.6714285714285716,-0.6285714285714287,-0.5142857142857143,16.071428571428573,10.471428571428572,14.3,9.842857142857143,-27.0,-30.714285714285715,-29.714285714285715,-37.142857142857146,3.142857142857143,-4.857142857142857,-3.142857142857143,-8.285714285714286,0.0,6.714285714285714,0.0,24.571428571428573,-22.285714285714285,-38.71428571428572,-36.42857142857143,-44.142857142857146,-31.285714285714285,-26.428571428571427,-32.0,-41.142857142857146,5.428571428571429,7.714285714285714,7.714285714285714,10.285714285714286,69.5,-591,222.7,26.7,77081,Päijänne Tavastia
Satakunta,2020-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0934349775592162,0.1503489220029847,0.2588441056288708,0.2456095847075962,4.542857142857143,1.0142857142857142,1.6857142857142855,2.3857142857142857,15.4,9.8,13.0,9.971428571428572,-22.857142857142858,-25.714285714285715,-24.714285714285715,-32.0,4.714285714285714,-1.8571428571428568,1.2857142857142858,-3.857142857142857,4.428571428571429,28.0,22.428571428571427,33.142857142857146,-11.714285714285714,-21.285714285714285,-24.714285714285715,-31.142857142857142,-26.428571428571427,-20.142857142857142,-26.285714285714285,-36.85714285714285,5.285714285714286,6.571428571428571,7.285714285714286,9.428571428571429,71.2,-1141,63.9,27.2,86401,Satakunta
Uusimaa,2020-22,0.5054837740066191,0.644197225909824,1.0575792807298048,1.3522393477148014,1.3747706785642633,0.3730994681288989,0.16726386789876763,0.1522461504150308,0.0204701259173199,0.0500211283335874,0.1253322220061177,0.0755185091893637,4.1,-0.8285714285714285,0.8857142857142856,1.7142857142857142,15.62857142857143,9.4,14.014285714285714,10.457142857142856,-37.85714285714285,-39.71428571428572,-36.85714285714285,-45.42857142857143,-7.142857142857143,-10.857142857142858,-8.285714285714286,-14.571428571428571,58.85714285714285,45.85714285714285,91.28571428571428,61.57142857142857,-48.85714285714285,-54.0,-53.85714285714285,-59.85714285714285,-38.142857142857146,-36.285714285714285,-40.285714285714285,-49.42857142857143,9.714285714285714,12.285714285714286,12.0,14.0,75.2,8144,601.0,17.6,836622,Uusimaa
Southwest Finland,2020-22,0.13576118211790403,0.25527506760206736,0.1713899828920023,0.2057929229609363,0.33266479565779666,0.0,0.0,0.1713899828920023,0.0709438972254372,0.1654219880743244,0.2887209927465798,0.2522284737613336,6.357142857142857,1.8142857142857145,3.857142857142857,3.3857142857142857,14.671428571428573,9.757142857142856,13.6,8.814285714285715,-30.857142857142858,-32.714285714285715,-30.428571428571427,-39.42857142857143,0.2857142857142857,-6.714285714285714,-3.571428571428572,-9.142857142857142,76.57142857142857,75.71428571428571,107.14285714285714,95.85714285714286,-25.714285714285715,-40.142857142857146,-39.57142857142857,-46.71428571428572,-31.285714285714285,-26.571428571428573,-31.285714285714285,-41.71428571428572,6.857142857142857,9.142857142857142,8.857142857142858,11.857142857142858,72.4,887,74.1,23.3,202061,Southwest Finland
South Karelia,2020-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0406703324819014,0.0580880194701324,0.1335066416161102,0.2210448262742509,5.3,1.0571428571428572,-1.6,-2.585714285714286,19.47142857142857,15.385714285714286,8.885714285714286,12.614285714285714,-22.428571428571427,-30.428571428571427,-34.142857142857146,-34.285714285714285,4.714285714285714,1.5714285714285714,-7.0,-3.571428571428572,0.0,0.0,9.285714285714286,0.0,-39.71428571428572,-44.285714285714285,-46.142857142857146,-41.142857142857146,-19.285714285714285,-30.0,-27.857142857142858,-32.42857142857143,2.142857142857143,4.857142857142857,6.0,6.714285714285714,67.4,-488,387.3,27.4,47995,South Karelia
Southern Ostrobothnia,2020-23,0.0,0.0,0.0,0.0,0.23128105183838518,0.0,0.0,0.0,0.0296844641214573,0.0438786272147622,0.0945996706387005,0.1635097375191967,4.242857142857143,-1.3142857142857145,-1.957142857142857,-1.1714285714285717,17.885714285714286,14.4,8.385714285714286,8.657142857142857,-17.142857142857142,-24.428571428571427,-27.571428571428573,-29.142857142857142,8.0,1.8571428571428568,-5.285714285714286,-3.7142857142857135,11.714285714285714,6.571428571428571,23.857142857142858,11.285714285714286,2.7142857142857144,-8.0,-27.285714285714285,-34.42857142857143,-10.0,-27.0,-20.857142857142858,-28.571428571428573,2.7142857142857144,5.571428571428571,7.0,8.285714285714286,73.8,-935,123.6,25.4,77419,Southern Ostrobothnia
Southern Savonia,2020-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033822240311802,0.0482672763175392,0.1188078056556151,0.1994379002500231,6.971428571428571,3.2285714285714286,-0.2714285714285714,0.2571428571428571,16.62857142857143,14.171428571428573,8.385714285714286,8.014285714285714,-14.142857142857142,-23.285714285714285,-32.857142857142854,-29.714285714285715,21.0,18.142857142857142,1.4285714285714286,5.714285714285714,33.714285714285715,45.71428571428572,52.142857142857146,44.42857142857143,-34.42857142857143,-39.71428571428572,-45.285714285714285,-43.285714285714285,-13.142857142857142,-27.142857142857142,-21.857142857142858,-26.714285714285715,0.1428571428571428,3.857142857142857,5.428571428571429,5.857142857142857,68.9,-1228,143.5,30.9,50145,Southern Savonia
Kainuu,2020-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0272937413078703,0.0394822018877376,0.0884243269859818,0.1864169974576036,7.814285714285715,3.585714285714286,-0.0714285714285714,1.6714285714285713,20.4,16.47142857142857,10.014285714285714,14.828571428571427,-22.285714285714285,-29.428571428571427,-35.285714285714285,-30.571428571428573,5.714285714285714,2.7142857142857144,-8.857142857142858,-8.428571428571429,0.0,0.0,11.0,0.4285714285714285,-24.857142857142858,-21.714285714285715,-38.57142857142857,-46.57142857142857,-17.285714285714285,-30.285714285714285,-26.285714285714285,-32.142857142857146,2.142857142857143,2.571428571428572,5.714285714285714,7.142857142857143,68.3,-462,857.2,28.5,27218,Kainuu
Tavastia Proper,2020-23,0.0,0.0,0.0,0.0,0.25706003259737836,0.0,0.0,0.0,0.0665450003530319,0.0973599852461475,0.211630169842877,0.320771494974566,6.814285714285715,1.942857142857143,-2.2,-1.2285714285714284,16.857142857142858,12.94285714285714,6.942857142857143,5.728571428571429,-11.571428571428571,-19.285714285714285,-27.285714285714285,-24.714285714285715,11.857142857142858,5.714285714285714,-2.2857142857142856,1.4285714285714286,0.0,11.714285714285714,21.571428571428573,15.714285714285714,-29.857142857142858,-36.285714285714285,-44.85714285714285,-42.42857142857143,-13.428571428571429,-28.0,-24.0,-29.0,3.2857142857142856,6.285714285714286,8.285714285714286,8.142857142857142,73.1,-69,197.5,25.3,64199,Tavastia Proper
Central Ostrobothnia,2020-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0260922035131362,0.0386820553100431,0.0786985146461968,0.1765921583203414,6.9,2.1,-0.8571428571428571,0.0285714285714285,18.47142857142857,13.642857142857142,9.142857142857142,13.0,-6.142857142857143,-14.714285714285714,-17.428571428571427,-23.142857142857142,12.571428571428571,7.571428571428571,1.5714285714285714,1.7142857142857142,0.0,0.0,0.0,0.0,-6.285714285714286,-11.571428571428571,-12.857142857142858,-19.285714285714285,-12.428571428571429,-27.142857142857142,-22.0,-28.142857142857142,2.571428571428572,2.7142857142857144,4.714285714285714,6.571428571428571,74.3,-450,189.5,23.4,28177,Central Ostrobothnia
Central Finland,2020-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0368522519595492,0.0533024213638966,0.124051011821389,0.2276175813413256,6.585714285714286,1.3571428571428572,-2.3714285714285714,-0.9714285714285714,18.52857142857143,14.900000000000002,8.985714285714286,8.128571428571428,-19.0,-25.428571428571427,-30.142857142857142,-29.714285714285715,8.0,4.285714285714286,-6.428571428571429,-5.0,138.85714285714286,146.57142857142858,85.14285714285714,86.85714285714286,-35.57142857142857,-40.42857142857143,-53.71428571428572,-50.85714285714285,-16.0,-30.857142857142858,-28.571428571428573,-34.285714285714285,3.0,5.714285714285714,8.142857142857142,9.285714285714286,68.0,-262,94.5,23.2,106637,Central Finland
Kymenlaakso,2020-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0529781657902371,0.0751635654751021,0.1847888589260318,0.2934578865797355,8.342857142857143,4.885714285714286,0.6142857142857142,0.9571428571428572,18.385714285714283,14.9,8.685714285714285,12.242857142857144,-18.0,-27.428571428571427,-32.285714285714285,-28.714285714285715,10.857142857142858,5.857142857142857,-1.5714285714285714,2.0,30.142857142857142,23.428571428571427,67.14285714285714,65.14285714285714,-35.0,-44.57142857142857,-51.0,-51.0,-10.714285714285714,-25.285714285714285,-21.142857142857142,-26.142857142857142,2.0,4.857142857142857,7.0,6.571428571428571,67.9,-1286,175.6,28.0,61440,Kymenlaakso
Lapland,2020-23,0.0,0.0,0.0,0.0,0.4485521041367099,0.0,0.0,0.0,0.0378762338570785,0.0549376948714494,0.1172215212184649,0.18810427356418,8.128571428571428,3.928571428571429,0.5428571428571429,1.8857142857142857,17.62857142857143,13.728571428571428,8.428571428571429,8.985714285714286,-30.285714285714285,-40.285714285714285,-42.285714285714285,-44.285714285714285,-5.0,-10.714285714285714,-16.285714285714285,-16.142857142857142,-5.0,-13.714285714285714,-23.571428571428573,-27.857142857142858,-51.42857142857143,-57.71428571428572,-63.142857142857146,-64.57142857142857,-22.285714285714285,-34.0,-30.571428571428573,-36.0,3.7142857142857135,6.571428571428571,8.142857142857142,10.0,70.3,-968,-0.3,25.3,71925,Lapland
Pirkanmaa,2020-23,0.0,0.0,0.0,0.10863485354840435,0.0913289524227428,0.0,0.0,0.0,0.0442454666888387,0.0652197243875208,0.1288282182317403,0.2535803074754918,7.085714285714286,4.057142857142857,-1.3571428571428572,0.4142857142857142,20.042857142857144,15.228571428571428,9.542857142857144,13.742857142857144,-26.0,-35.142857142857146,-36.71428571428572,-36.57142857142857,9.857142857142858,2.4285714285714284,-3.571428571428572,-3.7142857142857135,94.71428571428572,92.14285714285714,90.57142857142856,99.42857142857144,-22.571428571428573,-33.714285714285715,-42.285714285714285,-45.85714285714285,-17.142857142857142,-33.57142857142857,-30.0,-35.857142857142854,4.142857142857143,7.714285714285714,9.571428571428571,10.142857142857142,71.4,1886,305.6,21.8,217811,Pirkanmaa
Ostrobothnia,2020-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0404767372514088,0.0604309864937415,0.1110064598496597,0.2301152256276112,10.82,5.142857142857143,0.3285714285714285,2.8285714285714287,19.54,15.7,9.057142857142855,13.914285714285716,-14.714285714285714,-26.428571428571427,-27.142857142857142,-31.142857142857142,11.428571428571429,6.428571428571429,-0.5714285714285714,1.0,0.0,0.0,0.0,-1.2857142857142858,-23.714285714285715,-27.571428571428573,-37.42857142857143,-37.85714285714285,-10.142857142857142,-25.571428571428573,-23.285714285714285,-30.428571428571427,1.5714285714285714,4.142857142857143,6.0,7.857142857142857,76.7,-986,275.3,23.0,78711,Ostrobothnia
North Karelia,2020-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03621273783127,0.0519103755715507,0.1157220043101441,0.1999839747789837,8.514285714285714,4.214285714285714,0.3999999999999999,1.3142857142857145,18.4,14.44285714285714,8.971428571428572,11.528571428571428,-16.857142857142858,-26.857142857142858,-31.428571428571427,-30.428571428571427,10.0,5.857142857142857,-2.7142857142857144,-1.2857142857142858,21.428571428571427,27.857142857142858,16.285714285714285,34.142857142857146,-38.142857142857146,-39.85714285714285,-42.57142857142857,-21.857142857142858,-14.285714285714286,-28.285714285714285,-25.142857142857142,-31.0,1.2857142857142858,4.0,5.142857142857143,6.714285714285714,64.8,-636,345.7,26.5,60515,North Karelia
Northern Ostrobothnia,2020-23,0.11406284430739377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0280539611593662,0.0406284847154311,0.0867137175828684,0.24523416215023,9.785714285714286,4.471428571428572,1.2571428571428571,3.9,18.214285714285715,14.385714285714286,9.542857142857144,14.585714285714284,-16.857142857142858,-25.142857142857142,-27.857142857142858,-30.857142857142858,5.571428571428571,1.7142857142857142,-5.571428571428571,-6.428571428571429,64.71428571428571,85.28571428571429,72.14285714285714,55.85714285714285,-19.142857142857142,-26.571428571428573,-36.285714285714285,-41.142857142857146,-15.857142857142858,-30.714285714285715,-28.0,-36.285714285714285,4.142857142857143,6.142857142857143,8.0,10.571428571428571,69.5,-862,185.0,19.6,164619,Northern Ostrobothnia
Northern Savonia,2020-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0300828166652153,0.0432951900256488,0.0974871608967875,0.1766848575888128,5.071428571428571,0.9714285714285716,-1.4,-0.5142857142857142,19.4,15.285714285714286,9.6,10.257142857142856,-17.428571428571427,-27.285714285714285,-31.428571428571427,-31.571428571428573,8.428571428571429,4.142857142857143,-4.428571428571429,-2.2857142857142856,121.42857142857144,145.0,82.85714285714286,79.14285714285714,-24.571428571428573,-29.714285714285715,-42.57142857142857,-40.0,-14.142857142857142,-30.857142857142858,-27.0,-31.714285714285715,1.5714285714285714,4.142857142857143,7.0,8.0,69.5,-543,162.0,25.3,98975,Northern Savonia
Päijänne Tavastia,2020-23,0.0,0.0,0.0,0.3284268908258033,0.4282533673701122,0.0,0.0,0.0,0.0545717695671356,0.0776627536181082,0.147163634740598,0.2639714544132308,5.842857142857143,1.0571428571428572,-0.6714285714285716,-0.6285714285714287,20.1,16.071428571428573,10.471428571428572,14.3,-18.714285714285715,-27.0,-30.714285714285715,-29.714285714285715,8.285714285714286,3.142857142857143,-4.857142857142857,-3.142857142857143,0.0,0.0,6.714285714285714,0.0,-12.0,-22.285714285714285,-38.71428571428572,-36.42857142857143,-14.857142857142858,-31.285714285714285,-26.428571428571427,-32.0,2.4285714285714284,5.428571428571429,7.714285714285714,7.714285714285714,69.5,-591,222.7,26.7,77081,Päijänne Tavastia
